536 out of 10016 so freq of 0.0535 have liscenses
license,frequency
048017LTN3937,0.001697792869269949
048017LTN3939,0.001697792869269949
048017LTN3941,0.001697792869269949
048017LTN3942,0.001697792869269949
048017LTN3943,0.001697792869269949
048017LTN3944,0.001697792869269949
048017LTN3950,0.001697792869269949
048017LTN3957,0.001697792869269949
048017LTN3967,0.001697792869269949
048017LTN3968,0.001697792869269949
048017LTN3978,0.001697792869269949
048017LTN3979,0.001697792869269949
048017LTN4007,0.001697792869269949
048017LTN4019,0.001697792869269949
048017LTN4022,0.001697792869269949
048017LTN4029,0.001697792869269949
048017LTN4034,0.001697792869269949
048017LTN4038,0.001697792869269949
048017LTN4039,0.001697792869269949
048017LTN4042,0.001697792869269949
048017LTN4043,0.001697792869269949
048017LTN4052,0.001697792869269949
048017LTN4059,0.001697792869269949
048017LTN4060,0.001697792869269949
048017LTN4061,0.001697792869269949
048017LTN4069,0.003395585738539898
048017LTN4143,0.001697792869269949
048017LTN4182,0.001697792869269949
048017LTN4196,0.001697792869269949
048017LTN4229,0.001697792869269949
048017LTN4231,0.001697792869269949
048017LTN4242,0.001697792869269949
048017LTN4271,0.001697792869269949
048017LTN4274,0.001697792869269949
048017LTN4275,0.001697792869269949
048017LTN4277,0.001697792869269949
048017LTN4278,0.001697792869269949
048017LTN4286,0.001697792869269949
048017LTN4292,0.001697792869269949
048017LTN4396,0.001697792869269949
048017LTN4401,0.001697792869269949
048017LTN4405,0.001697792869269949
048017LTN4413,0.001697792869269949
048017LTN4426,0.001697792869269949
048017LTN4431,0.001697792869269949
048017LTN4468,0.001697792869269949
048017LTN4472,0.001697792869269949
048017LTN4473,0.001697792869269949
048017LTN4482,0.001697792869269949
048017LTN4483,0.001697792869269949
048017LTN4609,0.001697792869269949
048017LTN4625,0.001697792869269949
048017LTN4626,0.001697792869269949
048017LTN4627,0.001697792869269949
048017LTN4628,0.001697792869269949
048017LTN4669,0.001697792869269949
048017LTN4671,0.001697792869269949
048017LTN4684,0.001697792869269949
048017LTN4832,0.001697792869269949
048017LTN4906,0.001697792869269949
048017LTN4917,0.001697792869269949
048017LTN4944,0.001697792869269949
048017LTN4985,0.001697792869269949
048017LTN4993,0.001697792869269949
048017LTN4994,0.001697792869269949
048017LTN5000,0.001697792869269949
048017LTN5092,0.001697792869269949
048017LTN5098,0.001697792869269949
048017LTN5099,0.001697792869269949
048017LTN5112,0.001697792869269949
048017LTN5407,0.001697792869269949
048017LTN5477,0.001697792869269949
048017LTN5478,0.001697792869269949
048017LTN5479,0.001697792869269949
048017LTN5480,0.001697792869269949
048017LTN5533,0.001697792869269949
048017LTN5534,0.001697792869269949
048017LTN5546,0.001697792869269949
048017LTN5610,0.001697792869269949
048017LTN5656,0.001697792869269949
048017LTN5753,0.003395585738539898
048017LTN5793,0.001697792869269949
048017LTN5817,0.001697792869269949
048017LTN5823,0.001697792869269949
048017LTN5854,0.001697792869269949
048017LTN5889,0.001697792869269949
048017LTN5891,0.001697792869269949
048017LTN5898,0.001697792869269949
048017LTN5899,0.001697792869269949
048017LTN5958,0.001697792869269949
048017LTN5991,0.001697792869269949
048017LTN6003,0.001697792869269949
048017LTN6071,0.001697792869269949
048017LTN6077,0.001697792869269949
048017LTN6090,0.001697792869269949
048017LTN6097,0.001697792869269949
048017LTN6107,0.001697792869269949
048017LTN6117,0.0050933786078098476
048017LTN6145,0.001697792869269949
048017LTN6157,0.001697792869269949
048017LTN6177,0.001697792869269949
048017LTN6183,0.001697792869269949
048017LTN6185,0.001697792869269949
048017LTN6195,0.001697792869269949
048017LTN6197,0.001697792869269949
048017LTN6213,0.001697792869269949
048017LTN6223,0.003395585738539898
048017LTN6224,0.001697792869269949
048017LTN6245,0.001697792869269949
048017LTN6251,0.001697792869269949
048017LTN6257,0.001697792869269949
048017LTN6341,0.001697792869269949
048017LTN6365,0.001697792869269949
048017LTN6366,0.001697792869269949
048017LTN6387,0.001697792869269949
048017LTN6452,0.001697792869269949
048017LTN6516,0.001697792869269949
048017LTN6556,0.001697792869269949
048017LTN6558,0.001697792869269949
048017LTN6606,0.001697792869269949
048017LTN6619,0.001697792869269949
048017LTN6623,0.001697792869269949
048017LTN6627,0.001697792869269949
048017LTN6648,0.001697792869269949
048017LTN6660,0.001697792869269949
048017LTN6701,0.001697792869269949
048017LTN6715,0.001697792869269949
048017LTN6729,0.001697792869269949
048017LTN6732,0.001697792869269949
048017LTN6748,0.001697792869269949
048017LTN6758,0.001697792869269949
048017LTTN3000,0.001697792869269949
048017cav0438,0.001697792869269949
048017lLTN5758,0.001697792869269949
048017ltn1366,0.001697792869269949
048017ltn6168,0.001697792869269949
048017ltn6378,0.001697792869269949
04817LTN0751,0.001697792869269949
05679285577,0.001697792869269949
06744360485,0.001697792869269949
06752170497,0.001697792869269949
10233/2018,0.001697792869269949
1050123,0.001697792869269949
11197877,0.001697792869269949
12156223,0.001697792869269949
12345678,0.001697792869269949
12754053,0.001697792869269949
2010,0.001697792869269949
21377925,0.001697792869269949
23181219,0.001697792869269949
23430863,0.001697792869269949
26797933,0.001697792869269949
26897311,0.001697792869269949
274733249,0.001697792869269949
28603217,0.001697792869269949
29128460,0.001697792869269949
303716456,0.001697792869269949
3245858130,0.001697792869269949
3287492930,0.001697792869269949
3313460869,0.001697792869269949
3333970019,0.001697792869269949
3334687399,0.001697792869269949
3338500990,0.001697792869269949
3355922742,0.001697792869269949
3385395187,0.001697792869269949
3391552428,0.001697792869269949
3395284923,0.001697792869269949
3397776280,0.001697792869269949
3409777757,0.001697792869269949
3464036160,0.001697792869269949
3473052082,0.001697792869269949
3642/2018/Suap,0.001697792869269949
3661693385,0.001697792869269949
3803312724,0.001697792869269949
38226944,0.001697792869269949
38316730,0.001697792869269949
3884963512,0.001697792869269949
39 339 843 2030,0.001697792869269949
4028/2016/SUAP,0.001697792869269949
47702915,0.003395585738539898
48035065,0.001697792869269949
5,0.001697792869269949
522192 SCIA,0.0050933786078098476
55446R,0.001697792869269949
560023478G,0.001697792869269949
5690/2018/SUAP del 17/05/2018 - prot. n° 159138,0.001697792869269949
57219248,0.006791171477079796
662779,0.001697792869269949
69942019SUAP,0.001697792869269949
7263,0.001697792869269949
73905,0.001697792869269949
7817331,0.001697792869269949
898883058,0.001697792869269949
97891622,0.001697792869269949
A-38-4-0009307,0.001697792869269949
CIR ( CODICE IDENTIFICATIVO REGIONALE ) 048017LTN5250,0.001697792869269949
CIR 048017LTN4600,0.001697792869269949
CIR 048017LTN5864,0.001697792869269949
CIR : 048017LTN6713,0.003395585738539898
CIR : 048017LTN6714,0.003395585738539898
CIR048017LTN4737,0.001697792869269949
CIR: 048017LTN6533,0.001697792869269949
CODICE REGIONE TOSCANA 048017LTN2535,0.001697792869269949
DPRVRN65S59E715J-17022020-1019,0.003395585738539898
FI-470178,0.001697792869269949
FI001357,0.001697792869269949
FI003329,0.001697792869269949
FI008495,0.001697792869269949
FI009122,0.001697792869269949
FI011691,0.001697792869269949
FI012115,0.001697792869269949
FI012149,0.001697792869269949
FI012363,0.001697792869269949
FI013107,0.001697792869269949
FI013398,0.001697792869269949
FI668438,0.001697792869269949
IT05301880489,0.006791171477079796
"L'appartamento è regolarmente registrato per affitti brevi, come previsto dalla Legge Regionale Toscana n. 86 del 20 dicembre 2016. CIR - CODICE REGIONALE TOSCANA: 0480-17LTN-0014",0.001697792869269949
"L'appartamento è regolarmente registrato per affitti brevi, come previsto dalla Legge Regionale Toscana n. 86 del 20 dicembre 2016. CIR - CODICE REGIONE TOSCANA: 0480-17LTN-0012",0.001697792869269949
REA FI-400450,0.001697792869269949
Regione Toscana CIR 048017LTN5529 - Polizia di Stato Servizio Alloggiati FI006069,0.001697792869269949
prot. 296885 pratica 7649/2014/SUAP Firenze pratica telematica MRDMRM51H67Z224N-01122014-1431,0.001697792869269949
